,0
1627,"Forbes on FOX : FOXNEWS : July 9, 2011 11:00am-11:30am EDT"
1628,"The O'Reilly Factor : FOXNEWS : October 12, 2011 11:00pm-12:00am EDT"
1629,"The O'Reilly Factor : FOXNEWS : October 24, 2011 8:00pm-9:00pm EDT"
1630,"Hannity : FOXNEWS : October 26, 2011 9:00pm-10:00pm EDT"
1631,"The O'Reilly Factor : FOXNEWS : February 28, 2012 8:00pm-9:00pm EST"
1632,"America Live : FOXNEWS : May 14, 2012 1:00pm-3:00pm EDT"
1633,"FOX and Friends : FOXNEWS : July 19, 2012 8:22am-9:00am EDT"
1634,"The Five : FOXNEWS : August 11, 2012 2:00am-3:00am EDT"
1635,"The FOX Report With Shepard Smith : FOXNEWS : December 21, 2009 7:00pm-8:00pm EST"
1636,"The Journal Editorial Report : FOXNEWS : December 26, 2009 11:00pm-11:30pm EST"
1637,"FOX and Friends Sunday : FOXNEWS : January 17, 2010 7:00am-10:00am EST"
1638,"America's Newsroom : FOXNEWS : January 19, 2010 9:00am-11:00am EST"
1639,"The FOX Report With Shepard Smith : FOXNEWS : April 30, 2010 7:00pm-8:00pm EDT"
1640,"FOX and Friends : FOXNEWS : July 12, 2010 6:00am-9:00am EDT"
1641,"Hannity : FOXNEWS : August 26, 2010 9:00pm-10:00pm EDT"
1642,"Geraldo at Large : FOXNEWS : October 3, 2010 1:00am-2:00am EDT"
1643,"FOX Report : FOXNEWS : October 3, 2010 7:00pm-8:00pm EDT"
1644,"Bulls and Bears : FOXNEWS : October 23, 2010 10:00am-10:30am EDT"
1645,"FOX News Watch : FOXNEWS : October 30, 2010 10:30pm-11:00pm EST"
1646,"FOX and Friends Sunday : FOXNEWS : March 27, 2011 7:00am-10:00am EDT"
1647,"Happening Now : FOXNEWS : April 1, 2011 11:00am-1:00pm EDT"
1648,"America's Newsroom : FOXNEWS : April 29, 2011 9:00am-11:00am EDT"
1649,"Glenn Beck : FOXNEWS : May 4, 2011 2:00am-3:00am EDT"
1650,"Red Eye : FOXNEWS : June 4, 2011 3:00am-4:00am EDT"
1651,"Red Eye : FOXNEWS : July 12, 2011 3:00am-4:00am EDT"
1652,"FOX Report : FOXNEWS : October 8, 2011 7:00pm-8:00pm EDT"
1653,"Studio B With Shepard Smith : FOXNEWS : October 14, 2011 3:00pm-4:00pm EDT"
1654,"Happening Now : FOXNEWS : October 27, 2011 11:00am-1:00pm EDT"
1655,"The Five : FOXNEWS : October 29, 2011 3:00pm-4:00pm EDT"
1656,"Stossel : FOXNEWS : October 30, 2011 1:00am-2:00am EDT"
1657,"FOX News Watch : FOXNEWS : November 5, 2011 11:30pm-12:00am EDT"
1658,"The Five : FOXNEWS : December 31, 2011 3:00pm-4:00pm EST"
1659,"FOX and Friends : FOXNEWS : May 2, 2012 6:00am-9:00am EDT"
1660,"FOX News Watch : FOXNEWS : August 4, 2012 11:30pm-12:00am EDT"
1661,"Special Report With Bret Baier : FOXNEWS : July 13, 2009 6:00pm-7:00pm EDT"
1662,"The O'Reilly Factor : FOXNEWS : August 13, 2009 8:00pm-9:00pm EDT"
1663,"FOX and Friends Saturday : FOXNEWS : September 5, 2009 7:00am-10:00am EDT"
1664,"The O'Reilly Factor : FOXNEWS : September 13, 2009 6:00am-7:00am EDT"
1665,"The Live Desk : FOXNEWS : September 28, 2009 1:00pm-3:00pm EDT"
1666,"Special Report With Bret Baier : FOXNEWS : November 3, 2009 6:00pm-7:00pm EST"
1667,"FOX and Friends Saturday : FOXNEWS : December 19, 2009 7:00am-9:59am EST"
1668,"FOX and Friends : FOXNEWS : December 28, 2009 6:00am-9:00am EST"
1669,"The FOX Report With Shepard Smith : FOXNEWS : January 13, 2010 7:00pm-8:00pm EST"
1670,"The Live Desk : FOXNEWS : January 22, 2010 1:00pm-3:00pm EST"
1671,"FOX Report : FOXNEWS : January 24, 2010 3:00am-4:00am EST"
1672,"Special Report With Bret Baier : FOXNEWS : March 6, 2010 4:00am-5:00am EST"
1673,"Forbes on FOX : FOXNEWS : April 24, 2010 11:00am-11:30am EDT"
1674,"FOX and Friends : FOXNEWS : July 9, 2010 6:00am-9:00am EDT"
1675,"FOX and Friends Saturday : FOXNEWS : July 31, 2010 7:00am-10:00am EDT"
1676,"FOX and Friends : FOXNEWS : August 5, 2010 6:00am-9:00am EDT"
1677,"Glenn Beck : FOXNEWS : October 24, 2010 5:00am-6:00am EDT"
1678,"Bulls and Bears : FOXNEWS : January 1, 2011 10:00am-10:30am EST"
1679,"The FOX Report With Shepard Smith : FOXNEWS : February 24, 2011 7:00pm-8:00pm EST"
1680,"The O'Reilly Factor : FOXNEWS : March 23, 2011 5:00am-6:00am EDT"
1681,"FOX Report : FOXNEWS : April 9, 2011 7:00pm-8:00pm EDT"
1682,"Happening Now : FOXNEWS : April 19, 2011 11:00am-1:00pm EDT"
1683,"Glenn Beck : FOXNEWS : May 24, 2011 2:00am-3:00am EDT"
1684,"Red Eye : FOXNEWS : June 14, 2011 3:00am-4:00am EDT"
1685,"Your World With Neil Cavuto : FOXNEWS : September 28, 2011 4:00pm-5:00pm EDT"
1686,"Greta Van Susteren : FOXNEWS : October 5, 2011 10:00pm-11:00pm EDT"
1687,"Cavuto on Business : FOXNEWS : October 8, 2011 10:30am-11:00am EDT"
1688,"The O'Reilly Factor : FOXNEWS : October 18, 2011 8:00pm-9:00pm EDT"
1689,"America's News Headquarters : FOXNEWS : October 23, 2011 3:00pm-4:00pm EDT"
1690,"Special Report With Bret Baier : FOXNEWS : October 27, 2011 6:00pm-7:00pm EDT"
1691,"FOX News Sunday With Chris Wallace : FOXNEWS : October 30, 2011 6:00pm-7:00pm EDT"
1692,"The Journal Editorial Report : FOXNEWS : November 5, 2011 11:00pm-11:30pm EDT"
1693,"Huckabee : FOXNEWS : December 31, 2011 8:00pm-9:00pm EST"
1694,"Special Report With Bret Baier : FOXNEWS : January 3, 2012 6:00pm-7:00pm EST"
1695,"America's News Headquarters : FOXNEWS : January 15, 2012 10:00am-12:00pm EST"
1696,"Huckabee : FOXNEWS : February 11, 2012 8:00pm-9:00pm EST"
1697,"Red Eye : FOXNEWS : March 16, 2012 3:00am-4:00am EDT"
1698,"The O'Reilly Factor : FOXNEWS : June 21, 2012 4:00am-5:00am EDT"
1699,"FOX Report : FOXNEWS : July 5, 2009 3:00am-4:00am EDT"
1700,"Happening Now : FOXNEWS : August 5, 2009 11:00am-1:00pm EDT"
1701,"Studio B With Shepard Smith : FOXNEWS : September 30, 2009 3:00pm-4:00pm EDT"
1702,"Geraldo at Large : FOXNEWS : November 7, 2009 10:00pm-11:00pm EST"
1703,"The FOX Report With Shepard Smith : FOXNEWS : November 10, 2009 7:00pm-8:00pm EST"
1704,"The FOX Report With Shepard Smith : FOXNEWS : December 30, 2009 7:00pm-8:00pm EST"
1705,"FOX and Friends Sunday : FOXNEWS : January 3, 2010 7:00am-10:00am EST"
1706,"Cavuto on Business : FOXNEWS : March 8, 2010 4:30am-5:00am EST"
1707,"Glenn Beck : FOXNEWS : April 1, 2010 2:00am-3:00am EDT"
1708,"Happening Now : FOXNEWS : April 21, 2010 11:00am-1:00pm EDT"
1709,"Glenn Beck : FOXNEWS : April 22, 2010 2:00am-3:00am EDT"
1710,"Red Eye : FOXNEWS : April 25, 2010 12:00am-1:00am EDT"
1711,"Glenn Beck : FOXNEWS : May 4, 2010 2:00am-3:00am EDT"
1712,"Geraldo at Large : FOXNEWS : September 13, 2010 1:00am-2:00am EDT"
1713,"America's Newsroom : FOXNEWS : September 24, 2010 9:00am-11:00am EDT"
1714,"FOX News Watch : FOXNEWS : October 16, 2010 2:30pm-3:00pm EDT"
1715,"FOX News Sunday With Chris Wallace : FOXNEWS : December 26, 2010 6:00pm-7:00pm EST"
1716,"America's Newsroom : FOXNEWS : January 12, 2011 9:00am-11:00am EST"
1717,"Your World With Neil Cavuto : FOXNEWS : April 5, 2011 4:00pm-5:00pm EDT"
1718,"America Live : FOXNEWS : April 11, 2011 1:00pm-3:00pm EDT"
1719,"Greta Van Susteren : FOXNEWS : April 12, 2011 10:00pm-11:00pm EDT"
1720,"The FOX Report With Shepard Smith : FOXNEWS : July 8, 2011 7:00pm-8:00pm EDT"
1721,"Red Eye : FOXNEWS : August 20, 2011 3:00am-4:00am EDT"
1722,"Your World With Neil Cavuto : FOXNEWS : October 3, 2011 4:00pm-5:00pm EDT"
1723,"Hannity : FOXNEWS : October 11, 2011 9:00pm-10:00pm EDT"
1724,"The Five : FOXNEWS : October 14, 2011 2:00am-3:00am EDT"
1725,"The Journal Editorial Report : FOXNEWS : October 22, 2011 2:00pm-2:30pm EDT"
1726,"Hannity : FOXNEWS : October 28, 2011 12:00am-1:00am EDT"
1727,"The O'Reilly Factor : FOXNEWS : November 4, 2011 5:00am-6:00am EDT"
1728,"The Five : FOXNEWS : November 8, 2011 5:00pm-6:00pm EST"
1729,"The O'Reilly Factor : FOXNEWS : February 15, 2012 8:00pm-9:00pm EST"
1730,"FOX and Friends Sunday : FOXNEWS : February 19, 2012 6:00am-10:00am EST"
1731,"The Journal Editorial Report : FOXNEWS : July 5, 2009 6:00am-6:30am EDT"
1732,"Special Report With Bret Baier : FOXNEWS : July 15, 2009 6:00pm-7:00pm EDT"
1733,"The Live Desk : FOXNEWS : July 22, 2009 1:00pm-3:00pm EDT"
1734,"Happening Now : FOXNEWS : August 10, 2009 11:00am-1:00pm EDT"
1735,"Studio B With Shepard Smith : FOXNEWS : August 18, 2009 3:00pm-4:00pm EDT"
1736,"Red Eye : FOXNEWS : August 24, 2009 12:00am-1:00am EDT"
1737,"Greta Van Susteren : FOXNEWS : September 2, 2009 1:00am-2:00am EDT"
1738,"Hannity : FOXNEWS : September 9, 2009 12:00am-1:00am EDT"
1739,"FOX and Friends : FOXNEWS : October 9, 2009 6:00am-9:00am EDT"
1740,"Hannity : FOXNEWS : November 4, 2009 9:00pm-10:00pm EST"
1741,"America's News HQ : FOXNEWS : January 2, 2010 12:00pm-2:00pm EST"
1742,"FOX and Friends : FOXNEWS : February 26, 2010 6:00am-9:00am EST"
1743,"America Live : FOXNEWS : April 21, 2010 1:00pm-3:00pm EDT"
1744,"FOX and Friends Sunday : FOXNEWS : July 4, 2010 7:00am-10:00am EDT"
1745,"FOX and Friends : FOXNEWS : July 22, 2010 6:00am-9:00am EDT"
1746,"Red Eye : FOXNEWS : August 27, 2010 3:00am-4:00am EDT"
1747,"Red Eye : FOXNEWS : October 24, 2010 3:00am-4:00am EDT"
1748,"FOX Report : FOXNEWS : November 6, 2010 6:00pm-7:00pm EST"
1749,"Red Eye : FOXNEWS : February 8, 2011 3:00am-4:00am EST"
1750,"FOX and Friends Saturday : FOXNEWS : March 5, 2011 7:00am-10:00am EST"
1751,"The FOX Report With Shepard Smith : FOXNEWS : March 11, 2011 7:00pm-8:00pm EST"
1752,"Glenn Beck : FOXNEWS : March 14, 2011 5:00pm-6:00pm EDT"
1753,"Geraldo at Large : FOXNEWS : April 10, 2011 5:00am-6:00am EDT"
1754,"FOX and Friends : FOXNEWS : April 19, 2011 6:00am-9:00am EDT"
1755,"The Live Desk : FOXNEWS : April 28, 2011 4:00am-5:00am EDT"
1756,"America's News HQ : FOXNEWS : June 12, 2011 10:00am-12:00pm EDT"
1757,"Stossel : FOXNEWS : July 4, 2011 5:00am-6:00am EDT"
1758,"FOX and Friends : FOXNEWS : July 7, 2011 6:00am-9:00am EDT"
1759,"America's News Headquarters : FOXNEWS : August 28, 2011 10:00am-12:00pm EDT"
1760,"The Journal Editorial Report : FOXNEWS : October 8, 2011 11:00pm-11:30pm EDT"
1761,"Happening Now : FOXNEWS : October 10, 2011 11:00am-1:00pm EDT"
1762,"The Five : FOXNEWS : October 11, 2011 2:00am-3:00am EDT"
1763,"The FOX Report With Shepard Smith : FOXNEWS : October 18, 2011 7:00pm-8:00pm EDT"
1764,"Red Eye : FOXNEWS : October 20, 2011 3:00am-4:00am EDT"
1765,"Your World With Neil Cavuto : FOXNEWS : October 20, 2011 4:00pm-5:00pm EDT"
1766,"Special Report With Bret Baier : FOXNEWS : October 28, 2011 4:00am-5:00am EDT"
1767,"The O'Reilly Factor : FOXNEWS : August 4, 2012 4:00am-5:00am EDT"
1768,"America's News Headquarters : FOXNEWS : August 19, 2012 4:00pm-5:59pm EDT"
1769,"America's Election Headquarters : FOXNEWS : August 28, 2012 10:00pm-11:30pm EDT"
1770,"Your World With Neil Cavuto : FOXNEWS : November 4, 2012 4:00pm-5:00pm EST"
1771,"The Journal Editorial Report : FOXNEWS : July 11, 2009 2:00pm-2:30pm EDT"
1772,"FOX and Friends : FOXNEWS : July 29, 2009 6:00am-9:00am EDT"
1773,"America's Newsroom : FOXNEWS : October 16, 2009 9:00am-11:00am EDT"
1774,"FOX and Friends Saturday : FOXNEWS : December 12, 2009 7:00am-10:00am EST"
1775,"The O'Reilly Factor : FOXNEWS : December 27, 2009 3:00pm-4:00pm EST"
1776,"The Live Desk : FOXNEWS : January 15, 2010 1:00pm-3:00pm EST"
1777,"The FOX Report With Shepard Smith : FOXNEWS : February 12, 2010 7:00pm-8:00pm EST"
1778,"Happening Now : FOXNEWS : February 18, 2010 11:00am-1:00pm EST"
1779,"Special Report With Bret Baier : FOXNEWS : April 19, 2010 6:00pm-7:00pm EDT"
1780,"Studio B With Shepard Smith : FOXNEWS : July 30, 2010 3:00pm-4:00pm EDT"
1781,"Studio B With Shepard Smith : FOXNEWS : August 4, 2010 3:00pm-4:00pm EDT"
1782,"America's Newsroom : FOXNEWS : August 9, 2010 9:00am-11:00am EDT"
1783,"Bulls and Bears : FOXNEWS : November 20, 2010 10:00am-10:30am EST"
1784,"FOX and Friends Saturday : FOXNEWS : February 5, 2011 6:00am-10:00am EST"
1785,"The FOX Report With Shepard Smith : FOXNEWS : April 15, 2011 7:00pm-8:00pm EDT"
1786,"FOX and Friends Sunday : FOXNEWS : May 15, 2011 6:00am-10:00am EDT"
1787,"Special Report With Bret Baier : FOXNEWS : May 31, 2011 4:00am-5:00am EDT"
1788,"The Five : FOXNEWS : October 7, 2011 2:00am-3:00am EDT"
1789,"Hannity : FOXNEWS : October 18, 2011 12:00am-1:00am EDT"
1790,"Red Eye : FOXNEWS : October 19, 2011 3:00am-4:00am EDT"
1791,"The FOX Report With Shepard Smith : FOXNEWS : October 20, 2011 7:00pm-8:00pm EDT"
1792,"The Five : FOXNEWS : October 25, 2011 2:00am-3:00am EDT"
1793,"America's Newsroom : FOXNEWS : October 27, 2011 9:00am-11:00am EDT"
1794,"Hannity : FOXNEWS : October 31, 2011 9:00pm-10:00pm EDT"
1795,"America Live : FOXNEWS : November 4, 2011 1:00pm-3:00pm EDT"
1796,"Forbes on FOX : FOXNEWS : November 5, 2011 11:00am-11:30am EDT"
1797,"The Five : FOXNEWS : January 29, 2012 5:00am-6:00am EST"
1798,"Red Eye : FOXNEWS : February 25, 2012 3:00am-4:00am EST"
1799,"FOX and Friends Sunday : FOXNEWS : March 25, 2012 6:00am-10:00am EDT"
1800,"FOX News Sunday With Chris Wallace : FOXNEWS : April 2, 2012 4:00am-5:00am EDT"
1801,"Special Report With Bret Baier : FOXNEWS : April 10, 2012 4:00am-5:00am EDT"
1802,"FOX and Friends : FOXNEWS : April 30, 2012 6:00am-9:00am EDT"
1803,"FOX and Friends : FOXNEWS : May 23, 2012 6:00am-9:00am EDT"
1804,"America's Election Headquarters : FOXNEWS : November 7, 2012 11:00am-1:00pm EST"
1805,"Geraldo at Large : FOXNEWS : July 5, 2009 1:00am-2:00am EDT"
1806,"Happening Now : FOXNEWS : July 17, 2009 11:00am-1:00pm EDT"
1807,"Red Eye : FOXNEWS : August 23, 2009 12:00am-1:00am EDT"
1808,"The Live Desk : FOXNEWS : August 31, 2009 1:00pm-3:00pm EDT"
1809,"The FOX Report With Shepard Smith : FOXNEWS : September 3, 2009 7:00pm-8:00pm EDT"
1810,"The Live Desk : FOXNEWS : September 11, 2009 1:00pm-3:00pm EDT"
1811,"FOX News Watch : FOXNEWS : September 12, 2009 11:30pm-12:00am EDT"
1812,"Special Report With Bret Baier : FOXNEWS : October 1, 2009 6:00pm-7:00pm EDT"
1813,"The O'Reilly Factor : FOXNEWS : October 23, 2009 8:00pm-9:00pm EDT"
1814,"Hannity : FOXNEWS : November 8, 2009 9:00pm-10:00pm EST"
1815,"Hannity : FOXNEWS : November 27, 2009 12:00am-1:00am EST"
1816,"FOX and Friends : FOXNEWS : November 30, 2009 6:00am-9:00am EST"
1817,"Huckabee : FOXNEWS : December 12, 2009 8:00pm-9:00pm EST"
1818,"The Journal Editorial Report : FOXNEWS : January 2, 2010 2:00pm-2:30pm EST"
1819,"The Live Desk : FOXNEWS : January 5, 2010 1:00pm-3:00pm EST"
1820,"Red Eye : FOXNEWS : January 16, 2010 3:00am-4:00am EST"
1821,"Special Report With Bret Baier : FOXNEWS : January 28, 2010 6:00pm-7:00pm EST"
1822,"Studio B With Shepard Smith : FOXNEWS : March 10, 2010 3:00pm-4:00pm EST"
1823,"Huckabee : FOXNEWS : April 4, 2010 2:00am-3:00am EDT"
1824,"America's News HQ : FOXNEWS : April 17, 2010 12:00pm-2:00pm EDT"
1825,"Red Eye : FOXNEWS : April 21, 2010 3:00am-4:00am EDT"
1826,"Happening Now : FOXNEWS : April 22, 2010 11:00am-1:00pm EDT"
1827,"Happening Now : FOXNEWS : April 23, 2010 11:00am-1:00pm EDT"
1828,"FOX and Friends : FOXNEWS : July 6, 2010 6:00am-9:00am EDT"
1829,"FOX and Friends : FOXNEWS : July 8, 2010 6:00am-9:00am EDT"
1830,"FOX Report : FOXNEWS : July 11, 2010 7:00pm-8:00pm EDT"
1831,"America's News HQ : FOXNEWS : July 18, 2010 12:00pm-2:00pm EDT"
1832,"The O'Reilly Factor : FOXNEWS : August 20, 2010 5:00am-6:00am EDT"
1833,"Red Eye : FOXNEWS : September 3, 2010 3:00am-4:00am EDT"
1834,"FOX and Friends : FOXNEWS : October 5, 2010 6:00am-9:00am EDT"
1835,"FOX and Friends Sunday : FOXNEWS : October 10, 2010 7:00am-10:00am EDT"
1836,"The FOX Report With Shepard Smith : FOXNEWS : December 29, 2010 7:00pm-8:00pm EST"
1837,"Happening Now : FOXNEWS : January 14, 2011 11:00am-1:00pm EST"
1838,"Happening Now : FOXNEWS : February 4, 2011 11:00am-1:00pm EST"
1839,"FOX Report : FOXNEWS : March 13, 2011 7:00pm-8:00pm EDT"
1840,"Geraldo at Large : FOXNEWS : March 27, 2011 1:00am-2:00am EDT"
1841,"Happening Now : FOXNEWS : April 6, 2011 11:00am-1:00pm EDT"
1842,"The O'Reilly Factor : FOXNEWS : April 6, 2011 8:00pm-9:00pm EDT"
1843,"Happening Now : FOXNEWS : April 14, 2011 11:00am-1:00pm EDT"
1844,"America's News HQ : FOXNEWS : June 18, 2011 1:00pm-2:00pm EDT"
1845,"FOX Business Bulls & Bears : FOXNEWS : September 10, 2011 10:00am-10:30am EDT"
1846,"The Five : FOXNEWS : September 29, 2011 2:00am-3:00am EDT"
1847,"America's News Headquarters : FOXNEWS : October 2, 2011 10:00am-12:00pm EDT"
1848,"Huckabee : FOXNEWS : October 9, 2011 3:00am-4:00am EDT"
1849,"Geraldo at Large : FOXNEWS : October 30, 2011 5:00am-6:00am EDT"
1850,"America's News Headquarters : FOXNEWS : January 29, 2012 10:00am-12:00pm EST"
1851,"Cavuto on Business : FOXNEWS : March 10, 2012 10:30am-11:00am EST"
1852,"FOX News Sunday With Chris Wallace : FOXNEWS : April 16, 2012 4:00am-5:00am EDT"
1853,"FOX and Friends : FOXNEWS : June 28, 2012 6:00am-9:00am EDT"
1854,"America's News Headquarters : FOXNEWS : August 11, 2012 12:00pm-1:00pm EDT"
1855,"FOX and Friends : FOXNEWS : August 16, 2012 6:00am-9:00am EDT"
1856,"The FOX Report With Shepard Smith : FOXNEWS : July 13, 2009 7:00pm-8:00pm EDT"
1857,"Happening Now : FOXNEWS : September 21, 2009 11:00am-1:00pm EDT"
1858,"Red Eye : FOXNEWS : October 13, 2009 3:00am-4:00am EDT"
1859,"FOX and Friends Sunday : FOXNEWS : October 25, 2009 7:00am-10:00am EDT"
1860,"The FOX Report With Shepard Smith : FOXNEWS : January 1, 2010 7:00pm-8:00pm EST"
1861,"Red Eye : FOXNEWS : January 20, 2010 3:00am-4:00am EST"
1862,"Studio B With Shepard Smith : FOXNEWS : January 29, 2010 3:00pm-4:00pm EST"
1863,"America Live : FOXNEWS : February 11, 2010 1:00pm-3:00pm EST"
1864,"The O'Reilly Factor : FOXNEWS : March 5, 2010 11:00pm-12:00am EST"
1865,"Bulls and Bears : FOXNEWS : March 15, 2010 4:00am-4:30am EDT"
1866,"Studio B With Shepard Smith : FOXNEWS : August 20, 2010 3:00pm-4:00pm EDT"
1867,"America's News HQ : FOXNEWS : August 22, 2010 12:00pm-2:00pm EDT"
1868,"Glenn Beck : FOXNEWS : August 24, 2010 5:00pm-6:00pm EDT"
1869,"Happening Now : FOXNEWS : November 5, 2010 10:00am-12:00pm EST"
1870,"Studio B With Shepard Smith : FOXNEWS : November 17, 2010 3:00pm-4:00pm EST"
1871,"Fox News Reporting : FOXNEWS : November 29, 2010 12:00am-1:00am EST"
1872,"Special Report With Bret Baier : FOXNEWS : March 31, 2011 4:00am-5:00am EDT"
1873,"The O'Reilly Factor : FOXNEWS : March 31, 2011 11:00pm-12:00am EDT"
1874,"Glenn Beck : FOXNEWS : May 20, 2011 5:00pm-6:00pm EDT"
1875,"Glenn Beck : FOXNEWS : June 11, 2011 2:00am-3:00am EDT"
1876,"Geraldo at Large : FOXNEWS : October 10, 2011 5:00am-6:00am EDT"
1877,"Hannity : FOXNEWS : October 12, 2011 9:00pm-10:00pm EDT"
1878,"The Five : FOXNEWS : October 13, 2011 5:00pm-6:00pm EDT"
1879,"Greta Van Susteren : FOXNEWS : October 26, 2011 10:00pm-11:00pm EDT"
1880,"Happening Now : FOXNEWS : November 7, 2011 11:00am-1:00pm EST"
1881,"The Five : FOXNEWS : May 1, 2012 2:00am-3:00am EDT"
1882,"Happening Now : FOXNEWS : May 15, 2012 11:00am-1:00pm EDT"
1883,"FOX and Friends First : FOXNEWS : June 4, 2012 5:00am-6:00am EDT"
1884,"America's News HQ : FOXNEWS : July 19, 2009 4:00pm-6:00pm EDT"
1885,"Studio B With Shepard Smith : FOXNEWS : July 24, 2009 3:00pm-4:00pm EDT"
1886,"Greta Van Susteren : FOXNEWS : July 25, 2009 1:18am-2:00am EDT"
1887,"Geraldo at Large : FOXNEWS : July 25, 2009 10:00pm-11:00pm EDT"
1888,"The FOX Report With Shepard Smith : FOXNEWS : August 17, 2009 7:00pm-8:00pm EDT"
1889,"Happening Now : FOXNEWS : August 21, 2009 11:00am-1:00pm EDT"
1890,"Huckabee : FOXNEWS : September 13, 2009 11:00pm-12:00am EDT"
1891,"The Live Desk : FOXNEWS : September 17, 2009 1:00pm-3:00pm EDT"
1892,"The FOX Report With Shepard Smith : FOXNEWS : October 9, 2009 7:00pm-8:00pm EDT"
1893,"Hannity : FOXNEWS : October 14, 2009 9:00pm-10:00pm EDT"
1894,"FOX and Friends Saturday : FOXNEWS : October 24, 2009 7:00am-10:00am EDT"
1895,"The O'Reilly Factor : FOXNEWS : November 13, 2009 8:00pm-9:00pm EST"
1896,"FOX and Friends Sunday : FOXNEWS : November 29, 2009 7:00am-10:00am EST"
1897,"The O'Reilly Factor : FOXNEWS : December 31, 2009 8:00pm-9:00pm EST"
1898,"The Live Desk : FOXNEWS : January 6, 2010 1:00pm-3:00pm EST"
1899,"America's Newsroom : FOXNEWS : March 5, 2010 9:00am-11:00am EST"
1900,"America Live : FOXNEWS : September 15, 2010 1:00pm-3:00pm EDT"
1901,"Red Eye : FOXNEWS : October 12, 2010 3:00am-4:00am EDT"
1902,"America's Newsroom : FOXNEWS : October 15, 2010 9:00am-11:00am EDT"
1903,"Cavuto on Business : FOXNEWS : October 16, 2010 10:30am-11:00am EDT"
1904,"FOX and Friends : FOXNEWS : October 21, 2010 5:00am-8:00am EST"
1905,"Special Report With Bret Baier : FOXNEWS : November 3, 2010 3:00am-4:00am EST"
1906,"Geraldo at Large : FOXNEWS : November 29, 2010 5:00am-6:00am EST"
1907,"America's News HQ : FOXNEWS : January 9, 2011 11:00am-12:00pm EST"
1908,"The O'Reilly Factor : FOXNEWS : February 2, 2011 5:00am-6:00am EST"
1909,"Special Report With Bret Baier : FOXNEWS : March 14, 2011 6:00pm-7:00pm EDT"
1910,"Geraldo at Large : FOXNEWS : April 2, 2011 10:00pm-11:00pm EDT"
1911,"The O'Reilly Factor : FOXNEWS : April 12, 2011 8:00pm-9:00pm EDT"
1912,"America's News HQ : FOXNEWS : April 16, 2011 1:00pm-3:00pm EDT"
1913,"FOX and Friends : FOXNEWS : June 9, 2011 6:00am-9:00am EDT"
1914,"The FOX Report With Shepard Smith : FOXNEWS : September 23, 2011 7:00pm-8:00pm EDT"
1915,"Special Report With Bret Baier : FOXNEWS : October 11, 2011 4:00am-5:00am EDT"
1916,"FOX Report : FOXNEWS : October 16, 2011 7:00pm-8:00pm EDT"
1917,"America's Newsroom : FOXNEWS : October 25, 2011 9:00am-11:00am EDT"
1918,"FOX News Watch : FOXNEWS : December 17, 2011 11:30pm-12:00am EST"
1919,"FOX and Friends Sunday : FOXNEWS : December 18, 2011 6:00am-10:00am EST"
1920,"Happening Now : FOXNEWS : April 27, 2012 11:00am-1:00pm EDT"
1921,"FOX and Friends First : FOXNEWS : May 16, 2012 5:00am-6:00am EDT"
1922,"FOX and Friends Saturday : FOXNEWS : May 19, 2012 6:00am-10:00am EDT"
1923,"Special Report With Bret Baier : FOXNEWS : August 8, 2012 6:00pm-7:00pm EDT"
1924,"Geraldo at Large : FOXNEWS : July 27, 2009 1:00am-2:00am EDT"
1925,"America's News HQ : FOXNEWS : August 29, 2009 12:30pm-2:00pm EDT"
1926,"The FOX Report With Shepard Smith : FOXNEWS : September 23, 2009 7:00pm-8:00pm EDT"
1927,"The O'Reilly Factor : FOXNEWS : December 4, 2009 5:00am-6:00am EST"
1928,"Special Report With Bret Baier : FOXNEWS : December 25, 2009 6:00pm-7:00pm EST"
1929,"America's Newsroom : FOXNEWS : December 30, 2009 9:00am-11:00am EST"
1930,"The FOX Report With Shepard Smith : FOXNEWS : January 11, 2010 7:00pm-8:00pm EST"
1931,"America's Newsroom : FOXNEWS : June 14, 2010 9:00am-11:00am EDT"
1932,"Hannity : FOXNEWS : June 17, 2010 9:00pm-10:00pm EDT"
1933,"Geraldo at Large : FOXNEWS : July 25, 2010 10:00pm-11:00pm EDT"
1934,"The O'Reilly Factor : FOXNEWS : December 22, 2010 5:00am-6:00am EST"
1935,"FOX and Friends : FOXNEWS : December 25, 2010 1:41pm-3:00pm EST"
1936,"Your World With Neil Cavuto : FOXNEWS : December 31, 2010 4:00pm-5:00pm EST"
1937,"Special Report With Bret Baier : FOXNEWS : December 31, 2010 6:00pm-7:00pm EST"
1938,"FOX and Friends Sunday : FOXNEWS : February 6, 2011 7:00am-10:00am EST"
1939,"FOX News Watch : FOXNEWS : February 12, 2011 11:30pm-12:00am EST"
1940,"FOX and Friends Saturday : FOXNEWS : February 26, 2011 7:00am-10:00am EST"
1941,"America's News HQ : FOXNEWS : February 27, 2011 10:00am-12:00pm EST"
1942,"Happening Now : FOXNEWS : April 22, 2011 11:00am-1:00pm EDT"
1943,"America's News Headquarters : FOXNEWS : July 9, 2011 12:00pm-1:00pm EDT"
1944,"Geraldo at Large : FOXNEWS : October 3, 2011 5:00am-6:00am EDT"
1945,"America's Newsroom : FOXNEWS : October 3, 2011 9:00am-11:00am EDT"
1946,"The Five : FOXNEWS : October 8, 2011 2:00am-3:00am EDT"
